group: algebra

Paciente = {
	CPF_Paciente:string, email:string, nome:string, endereco_UF:string, endereco_lagradouro:string, endereco_bairro:string, endereco_CEP:string, endereco_numero:string, endereco_cidade:string
	348, 6, "10101010101", 315.13, 1, 630.25, 0.0
	349, 6, "10101010101", 383.87, 1, 767.74, 0.0
	350, 6, "10101010101", 356.28, 1, 712.55, 0.0
	351, 8, "10101010101", 68.02, 1, 136.04, 0.0
	351, 6, "20202020202", 115.13, 1, 230.26, 0.0
	352, 2, "20202020202", 121.22, 1, 242.44, 0.0
	353, 1, "20202020202", 361.86, 1, 723.71, 0.0
	354, 1, "10101010101", 104.05, 1, 208.09, 0.0
	354, 4, "20202020202", 338.38, 1, 676.75, 0.0
	355, 8, "20202020202", 39.21, 1, 78.41, 0.0
	356, 4, "20202020202", 177.86, 1, 355.72, 0.0
	356, 8, "20202020202", 187.39, 1, 374.77, 0.0
	357, 1, "10101010101", 159.14, 1, 318.28, 0.0
	357, 2, "20202020202", 320.09, 1, 640.17, 0.0
	358, 1, "20202020202", 83.62, 1, 167.24, 0.0
	359, 6, "10101010101", 232.57, 1, 465.14, 0.0
	360, 2, "20202020202", 103.77, 1, 207.54, 0.0
	360, 6, "10101010101", 179.75, 1, 359.49, 0.0
	361, 5, "10101010101", 67.99, 1, 135.97, 0.0
	361, 1, "20202020202", 266.76, 1, 533.51, 0.0
	362, 8, "20202020202", 158.93, 1, 317.85, 0.0
	362, 4, "10101010101", 131.93, 1, 263.85, 0.0
	363, 5, "10101010101", 237.08, 1, 474.16, 0.0
	363, 6, "20202020202", 384.50, 1, 768.99, 0.0
	364, 6, "10101010101", 279.85, 1, 559.69, 0.0
	365, 2, "10101010101", 267.08, 1, 534.16, 0.0
	366, 2, "10101010101", 359.54, 1, 719.08, 0.0
	366, 1, "20202020202", 313.45, 1, 626.9, 0.0
	367, 3, "20202020202", 172.19, 1, 344.37, 0.0
	367, 5, "10101010101", 199.27, 1, 398.53, 0.0
	368, 4, "10101010101", 308.95, 1, 617.9, 0.0
	368, 3, "20202020202", 84.71, 1, 169.42, 0.0
	369, 4, "20202020202", 111.91, 1, 223.81, 0.0
	370, 8, "20202020202", 355.58, 1, 711.16, 0.0
	371, 5, "10101010101", 166.25, 1, 332.49, 0.0
	371, 7, "20202020202", 245.38, 1, 490.76, 0.0
	372, 6, "20202020202", 322.25, 1, 644.49, 0.0
	373, 2, "20202020202", 104.32, 1, 208.64, 0.0
	374, 6, "10101010101", 205.57, 1, 411.14, 0.0
	375, 4, "10101010101", 72.96, 1, 145.91, 0.0
	376, 3, "10101010101", 87.38, 1, 174.76, 0.0
	376, 3, "20202020202", 249.76, 1, 499.52, 0.0
	377, 8, "20202020202", 350.24, 1, 700.48, 0.0
	378, 5, "10101010101", 296.57, 1, 593.14, 0.0
	378, 6, "20202020202", 248.70, 1, 497.4, 0.0
	379, 4, "20202020202", 334.95, 1, 669.89, 0.0
	380, 2, "10101010101", 205.84, 1, 411.68, 0.0
	380, 3, "10101010101", 361.37, 1, 722.73, 0.0
	381, 7, "10101010101", 376.91, 1, 753.82, 0.0
	382, 3, "20202020202", 203.93, 1, 407.86, 0.0
	383, 4, "10101010101", 290.93, 1, 581.86, 0.0
	384, 4, "20202020202", 178.32, 1, 356.63, 0.0
	385, 7, "20202020202", 254.46, 1, 508.91, 0.0
	386, 6, "20202020202", 120.17, 1, 240.33, 0.0
	387, 2, "10101010101", 192.48, 1, 384.95, 0.0
	387, 3, "10101010101", 105.42, 1, 210.84, 0.0
	388, 1, "10101010101", 333.72, 1, 667.44, 0.0
	389, 6, "10101010101", 253.39, 1, 506.77, 0.0
	390, 1, "10101010101", 265.11, 1, 530.22, 0.0
	390, 8, "10101010101", 100.64, 1, 201.28, 0.0
	391, 3, "10101010101", 159.90, 1, 319.8, 0.0
	391, 1, "10101010101", 57.57, 1, 115.13, 0.0
	392, 4, "10101010101", 301.35, 1, 602.69, 0.0
	392, 2, "10101010101", 231.10, 1, 462.19, 0.0
	393, 4, "20202020202", 373.65, 1, 747.29, 0.0
	394, 2, "20202020202", 152.49, 1, 304.97, 0.0
	394, 2, "20202020202", 353.54, 1, 707.08, 0.0
	395, 6, "20202020202", 280.60, 1, 561.2, 0.0
	396, 4, "10101010101", 325.06, 1, 650.12, 0.0
	397, 5, "10101010101", 174.60, 1, 349.2, 0.0
	398, 6, "10101010101", 360.37, 1, 720.74, 0.0
	399, 4, "20202020202", 102.54, 1, 205.08, 0.0
	399, 4, "10101010101", 338.63, 1, 677.25, 0.0
	400, 1, "10101010101", 343.01, 1, 686.01, 0.0
	400, 6, "20202020202", 209.63, 1, 419.26, 0.0
	401, 4, "10101010101", 45.31, 1, 90.61, 0.0
	402, 3, "20202020202", 391.19, 1, 782.38, 0.0
	403, 4, "20202020202", 242.88, 1, 485.76, 0.0
	403, 6, "20202020202", 254.79, 1, 509.58, 0.0
	404, 6, "20202020202", 93.97, 1, 187.94, 0.0
	405, 5, "20202020202", 92.46, 1, 184.92, 0.0
	406, 7, "20202020202", 98.53, 1, 197.05, 0.0
	406, 3, "20202020202", 327.13, 1, 654.25, 0.0
	407, 5, "20202020202", 235.80, 1, 471.6, 0.0
	408, 5, "20202020202", 339.62, 1, 679.23, 0.0
	409, 5, "20202020202", 32.44, 1, 64.88, 0.0
	409, 2, "20202020202", 350.27, 1, 700.53, 0.0
	410, 6, "20202020202", 277.45, 1, 554.89, 0.0
	411, 3, "10101010101", 265.22, 1, 530.44, 0.0
	412, 3, "20202020202", 110.58, 1, 221.16, 0.0
	413, 8, "20202020202", 305.46, 1, 610.92, 0.0
	414, 4, "20202020202", 377.67, 1, 755.33, 0.0
	415, 2, "20202020202", 230.67, 1, 461.33, 0.0
	416, 3, "10101010101", 270.56, 1, 541.12, 0.0
	417, 3, "10101010101", 222.53, 1, 445.06, 0.0
	417, 3, "10101010101", 38.19, 1, 76.37, 0.0
	418, 8, "10101010101", 388.58, 1, 777.16, 0.0
	418, 3, "20202020202", 261.65, 1, 523.29, 0.0
	419, 8, "10101010101", 326.77, 1, 653.53, 0.0
	420, 1, "10101010101", 221.25, 1, 442.49, 0.0
	421, 8, "20202020202", 137.36, 1, 274.71, 0.0
	421, 7, "20202020202", 248.88, 1, 497.75, 0.0
	422, 4, "10101010101", 293.10, 1, 586.2, 0.0
	423, 4, "20202020202", 131.76, 1, 263.51, 0.0
	424, 3, "20202020202", 66.39, 1, 132.77, 0.0
	425, 6, "10101010101", 82.06, 1, 164.11, 0.0
	426, 8, "10101010101", 112.31, 1, 224.61, 0.0
	427, 8, "20202020202", 198.88, 1, 397.76, 0.0
	428, 7, "10101010101", 228.70, 1, 457.39, 0.0
	429, 4, "20202020202", 314.21, 1, 628.42, 0.0
	429, 8, "10101010101", 301.61, 1, 603.21, 0.0
	430, 7, "20202020202", 376.08, 1, 752.16, 0.0
	431, 8, "20202020202", 99.52, 1, 199.04, 0.0
	432, 3, "20202020202", 244.26, 1, 488.52, 0.0
	433, 3, "20202020202", 314.05, 1, 628.1, 0.0
	433, 4, "10101010101", 212.47, 1, 424.94, 0.0
	434, 3, "10101010101", 72.19, 1, 144.37, 0.0
	435, 4, "10101010101", 283.47, 1, 566.94, 0.0
	435, 6, "10101010101", 119.01, 1, 238.02, 0.0
	436, 3, "20202020202", 146.38, 1, 292.76, 0.0
	437, 3, "20202020202", 135.88, 1, 271.75, 0.0
	437, 5, "20202020202", 195.28, 1, 390.56, 0.0
	438, 6, "10101010101", 145.26, 1, 290.52, 0.0
	438, 2, "20202020202", 96.20, 1, 192.4, 0.0
	439, 7, "20202020202", 66.43, 1, 132.85, 0.0
	440, 2, "20202020202", 96.86, 1, 193.71, 0.0
	441, 6, "10101010101", 252.24, 1, 504.47, 0.0
	442, 1, "20202020202", 234.26, 1, 468.51, 0.0
	443, 2, "20202020202", 54.23, 1, 108.45, 0.0
	443, 4, "10101010101", 62.96, 1, 125.92, 0.0
	444, 3, "20202020202", 304.79, 1, 609.58, 0.0
	444, 6, "20202020202", 288.46, 1, 576.91, 0.0
	445, 6, "10101010101", 225.22, 1, 450.43, 0.0
	445, 8, "20202020202", 363.43, 1, 726.86, 0.0
	446, 4, "10101010101", 165.65, 1, 331.3, 0.0
	446, 5, "20202020202", 385.62, 1, 771.24, 0.0
	447, 1, "10101010101", 397.53, 1, 795.06, 0.0
	447, 5, "10101010101", 137.63, 1, 275.25, 0.0
	448, 1, "20202020202", 158.37, 1, 316.74, 0.0
	449, 5, "10101010101", 238.94, 1, 477.87, 0.0
	450, 8, "10101010101", 248.21, 1, 496.42, 0.0
	451, 6, "20202020202", 181.20, 1, 362.39, 0.0
	452, 1, "20202020202", 227.48, 1, 454.95, 0.0
	453, 7, "20202020202", 307.32, 1, 614.63, 0.0
	454, 3, "10101010101", 151.07, 1, 302.13, 0.0
	455, 7, "20202020202", 315.19, 1, 630.37, 0.0
	456, 4, "10101010101", 115.87, 1, 231.74, 0.0
	457, 7, "20202020202", 161.98, 1, 323.95, 0.0
	458, 6, "20202020202", 258.70, 1, 517.39, 0.0
	459, 2, "10101010101", 302.35, 1, 604.69, 0.0
	459, 4, "10101010101", 350.78, 1, 701.56, 0.0
	460, 8, "10101010101", 149.46, 1, 298.91, 0.0
	461, 8, "10101010101", 285.65, 1, 571.3, 0.0
	461, 1, "20202020202", 243.63, 1, 487.25, 0.0
	462, 4, "20202020202", 44.91, 1, 89.81, 0.0
	463, 1, "20202020202", 350.28, 1, 700.56, 0.0
	464, 8, "10101010101", 94.91, 1, 189.81, 0.0
	465, 5, "20202020202", 208.73, 1, 417.45, 0.0
	466, 5, "10101010101", 398.50, 1, 797.0, 0.0
	466, 5, "10101010101", 259.67, 1, 519.34, 0.0
	467, 7, "10101010101", 57.93, 1, 115.85, 0.0
	468, 3, "20202020202", 388.95, 1, 777.9, 0.0
	469, 3, "10101010101", 348.47, 1, 696.94, 0.0
	469, 5, "10101010101", 186.28, 1, 372.55, 0.0
	470, 6, "10101010101", 297.66, 1, 595.31, 0.0
	471, 4, "10101010101", 74.33, 1, 148.66, 0.0
	472, 4, "10101010101", 282.77, 1, 565.53, 0.0
	472, 6, "10101010101", 283.06, 1, 566.11, 0.0
	473, 7, "20202020202", 202.70, 1, 405.39, 0.0
	474, 7, "10101010101", 303.39, 1, 606.77, 0.0
	475, 6, "20202020202", 357.85, 1, 715.69, 0.0
	475, 7, "20202020202", 316.08, 1, 632.16, 0.0
	476, 2, "20202020202", 196.34, 1, 392.68, 0.0
	476, 1, "10101010101", 219.52, 1, 439.03, 0.0
	477, 5, "20202020202", 174.27, 1, 348.53, 0.0
	478, 1, "10101010101", 198.84, 1, 397.68, 0.0
	478, 8, "10101010101", 296.00, 1, 591.99, 0.0
	479, 7, "20202020202", 194.08, 1, 388.16, 0.0
	480, 5, "20202020202", 284.40, 1, 568.79, 0.0
	481, 6, "10101010101", 221.43, 1, 442.86, 0.0
	481, 7, "10101010101", 167.01, 1, 334.01, 0.0
	482, 3, "10101010101", 313.44, 1, 626.87, 0.0
	483, 3, "10101010101", 361.96, 1, 723.91, 0.0
	483, 4, "10101010101", 258.46, 1, 516.92, 0.0
	484, 8, "10101010101", 106.33, 1, 212.66, 0.0
	484, 8, "20202020202", 178.81, 1, 357.61, 0.0
	485, 4, "10101010101", 94.32, 1, 188.63, 0.0
	485, 1, "20202020202", 38.77, 1, 77.54, 0.0
	486, 2, "20202020202", 397.65, 1, 795.3, 0.0
	487, 6, "10101010101", 59.92, 1, 119.84, 0.0
	488, 2, "20202020202", 201.56, 1, 403.11, 0.0
	488, 2, "20202020202", 148.46, 1, 296.91, 0.0
	489, 2, "20202020202", 296.53, 1, 593.06, 0.0
	490, 6, "10101010101", 255.36, 1, 510.72, 0.0
	490, 8, "20202020202", 209.69, 1, 419.38, 0.0
	491, 2, "10101010101", 199.33, 1, 398.66, 0.0
	492, 6, "10101010101", 29.24, 1, 58.47, 0.0
	493, 6, "10101010101", 67.69, 1, 135.38, 0.0
	493, 6, "20202020202", 173.52, 1, 347.04, 0.0
	494, 8, "20202020202", 323.97, 1, 647.94, 0.0
	495, 7, "10101010101", 338.17, 1, 676.33, 0.0
	496, 6, "20202020202", 49.83, 1, 99.66, 0.0
	497, 7, "10101010101", 248.20, 1, 496.39, 0.0
	497, 5, "20202020202", 291.19, 1, 582.38, 0.0
	498, 5, "10101010101", 221.92, 1, 443.83, 0.0
	499, 1, "20202020202", 364.36, 1, 728.72, 0.0
	500, 3, "10101010101", 333.30, 1, 666.6, 0.0
}

Pagamento = {
	idAtendimento:number, idPagamento:number, dataRecebimento:date, valorBruto:number, taxaCartao:number, valorLiquido:number, formaPagamento:string
	1, 1, 2024-10-08, 719.77, 0.0, 719.77, "Dinheiro"
	2, 2, 2024-05-21, 722.98, 0.0, 722.98, "Dinheiro"
	3, 3, 2025-03-06, 669.53, 13.39, 656.14, "Cartao de Debito"
	4, 4, 2025-07-05, 414.23, 8.28, 405.95, "Cartao de Debito"
	5, 5, 2024-12-10, 493.92, 14.82, 479.1, "Cartao de Credito"
	6, 6, 2024-01-28, 245.12, 4.9, 240.22, "Cartao de Debito"
	7, 7, 2024-08-04, 676.18, 13.52, 662.66, "Cartao de Debito"
	8, 8, 2024-01-20, 1295.09, 38.85, 1256.24, "Cartao de Credito"
	9, 9, 2024-06-05, 1079.02, 32.37, 1046.65, "Cartao de Credito"
	10, 10, 2024-04-27, 756.1, 0.0, 756.1, "Dinheiro"
	11, 11, 2024-03-18, 1096.73, 32.9, 1063.83, "Cartao de Credito"
	12, 12, 2025-01-14, 375.14, 7.5, 367.64, "Cartao de Debito"
	13, 13, 2025-10-12, 398.66, 11.96, 386.7, "Cartao de Credito"
	14, 14, 2025-08-29, 612.86, 18.39, 594.47, "Cartao de Credito"
	15, 15, 2025-09-16, 209.09, 4.18, 204.91, "Cartao de Debito"
	16, 16, 2024-12-14, 697.4, 0.0, 697.4, "Dinheiro"
	17, 17, 2025-05-02, 568.84, 11.38, 557.46, "Cartao de Debito"
	18, 18, 2025-08-18, 577.14, 11.54, 565.6, "Cartao de Debito"
	19, 19, 2024-11-09, 193.66, 5.81, 187.85, "Cartao de Credito"
	20, 20, 2025-05-10, 220.61, 0.0, 220.61, "Dinheiro"
	21, 21, 2024-11-05, 465.02, 13.95, 451.07, "Cartao de Credito"
	22, 22, 2024-05-09, 305.53, 0.0, 305.53, "Dinheiro"
	23, 23, 2024-09-15, 163.8, 4.91, 158.89, "Cartao de Credito"
	24, 24, 2024-11-07, 1083.01, 21.66, 1061.35, "Cartao de Debito"
	25, 25, 2024-11-08, 545.32, 0.0, 545.32, "Dinheiro"
	26, 26, 2024-09-02, 567.03, 11.34, 555.69, "Cartao de Debito"
	27, 27, 2024-10-25, 934.39, 28.03, 906.36, "Cartao de Credito"
	28, 28, 2024-08-18, 496.28, 14.89, 481.39, "Cartao de Credito"
	29, 29, 2024-10-22, 535.68, 0.0, 535.68, "Dinheiro"
	30, 30, 2025-03-18, 799.68, 23.99, 775.69, "Cartao de Credito"
	31, 31, 2024-10-02, 962.91, 19.26, 943.65, "Cartao de Debito"
	32, 32, 2024-12-22, 570.26, 11.41, 558.85, "Cartao de Debito"
	33, 33, 2025-02-14, 136.94, 2.74, 134.2, "Cartao de Debito"
	34, 34, 2025-06-10, 438.83, 13.16, 425.67, "Cartao de Credito"
	35, 35, 2025-05-25, 378.59, 11.36, 367.23, "Cartao de Credito"
	36, 36, 2025-05-11, 681.66, 0.0, 681.66, "Dinheiro"
	37, 37, 2025-04-17, 594.42, 17.83, 576.59, "Cartao de Credito"
	38, 38, 2024-05-28, 304.91, 9.15, 295.76, "Cartao de Credito"
	39, 39, 2024-09-30, 308.84, 9.27, 299.57, "Cartao de Credito"
	40, 40, 2025-07-10, 513.8, 10.28, 503.52, "Cartao de Debito"
	41, 41, 2025-01-25, 702.28, 14.05, 688.23, "Cartao de Debito"
	42, 42, 2024-04-12, 402.12, 8.04, 394.08, "Cartao de Debito"
	43, 43, 2024-12-12, 520.1, 10.4, 509.7, "Cartao de Debito"
	44, 44, 2025-07-08, 1230.35, 36.91, 1193.44, "Cartao de Credito"
	45, 45, 2024-04-12, 270.03, 5.4, 264.63, "Cartao de Debito"
	46, 46, 2025-03-17, 604.55, 18.14, 586.41, "Cartao de Credito"
	47, 47, 2024-05-26, 725.91, 21.78, 704.13, "Cartao de Credito"
	48, 48, 2025-07-13, 767.15, 15.34, 751.81, "Cartao de Debito"
	49, 49, 2025-05-09, 122.52, 3.68, 118.84, "Cartao de Credito"
	50, 50, 2024-02-20, 527.46, 15.82, 511.64, "Cartao de Credito"
	51, 51, 2024-09-13, 484.68, 14.54, 470.14, "Cartao de Credito"
	52, 52, 2024-05-14, 639.88, 12.8, 627.08, "Cartao de Debito"
	53, 53, 2025-06-27, 653.17, 13.06, 640.11, "Cartao de Debito"
	54, 54, 2024-03-18, 1095.44, 21.91, 1073.53, "Cartao de Debito"
	55, 55, 2025-01-12, 68.77, 2.06, 66.71, "Cartao de Credito"
	56, 56, 2024-12-01, 415.78, 8.32, 407.46, "Cartao de Debito"
	57, 57, 2024-04-28, 552.86, 16.59, 536.27, "Cartao de Credito"
	58, 58, 2025-07-07, 1079.45, 0.0, 1079.45, "Dinheiro"
	59, 59, 2025-03-30, 871.57, 17.43, 854.14, "Cartao de Debito"
	60, 60, 2024-04-03, 791.62, 23.75, 767.87, "Cartao de Credito"
	61, 61, 2024-07-29, 554.38, 0.0, 554.38, "Dinheiro"
	62, 62, 2024-05-13, 122.99, 2.46, 120.53, "Cartao de Debito"
	63, 63, 2024-02-23, 775.21, 0.0, 775.21, "Dinheiro"
	64, 64, 2025-09-21, 798.94, 15.98, 782.96, "Cartao de Debito"
	65, 65, 2025-03-12, 99.26, 1.99, 97.27, "Cartao de Debito"
	66, 66, 2025-10-01, 1073.98, 0.0, 1073.98, "Dinheiro"
	67, 67, 2025-11-01, 304.2, 6.08, 298.12, "Cartao de Debito"
	68, 68, 2025-02-12, 330.73, 0.0, 330.73, "Dinheiro"
	69, 69, 2025-04-30, 658.83, 19.76, 639.07, "Cartao de Credito"
	70, 70, 2024-03-02, 1091.5, 32.74, 1058.76, "Cartao de Credito"
	71, 71, 2024-11-15, 685.46, 13.71, 671.75, "Cartao de Debito"
	72, 72, 2025-07-23, 71.71, 1.43, 70.28, "Cartao de Debito"
	73, 73, 2024-11-12, 156.41, 4.69, 151.72, "Cartao de Credito"
	74, 74, 2024-02-01, 305.67, 6.11, 299.56, "Cartao de Debito"
	75, 75, 2024-11-15, 615.83, 0.0, 615.83, "Dinheiro"
	76, 76, 2024-03-24, 627.32, 12.55, 614.77, "Cartao de Debito"
	77, 77, 2025-08-30, 55.77, 1.12, 54.65, "Cartao de Debito"
	78, 78, 2024-08-04, 423.04, 8.46, 414.58, "Cartao de Debito"
	79, 79, 2024-06-28, 411.86, 0.0, 411.86, "Dinheiro"
	80, 80, 2024-11-16, 315.28, 9.46, 305.82, "Cartao de Credito"
	81, 81, 2025-04-16, 442.97, 8.86, 434.11, "Cartao de Debito"
	82, 82, 2024-11-13, 729.44, 14.59, 714.85, "Cartao de Debito"
	83, 83, 2024-12-25, 501.8, 15.05, 486.75, "Cartao de Credito"
	84, 84, 2024-03-18, 1078.01, 21.56, 1056.45, "Cartao de Debito"
	85, 85, 2025-03-28, 396.31, 0.0, 396.31, "Dinheiro"
	86, 86, 2024-02-28, 1217.04, 36.51, 1180.53, "Cartao de Credito"
	87, 87, 2025-10-29, 816.3, 0.0, 816.3, "Dinheiro"
	88, 88, 2024-02-10, 686.22, 13.72, 672.5, "Cartao de Debito"
	89, 89, 2025-09-04, 263.11, 7.89, 255.22, "Cartao de Credito"
	90, 90, 2025-09-09, 146.71, 4.4, 142.31, "Cartao de Credito"
	91, 91, 2024-03-27, 431.37, 0.0, 431.37, "Dinheiro"
	92, 92, 2025-01-06, 799.98, 0.0, 799.98, "Dinheiro"
	93, 93, 2024-03-20, 683.56, 20.51, 663.05, "Cartao de Credito"
	94, 94, 2025-10-01, 777.19, 23.32, 753.87, "Cartao de Credito"
	95, 95, 2024-10-18, 325.88, 9.78, 316.1, "Cartao de Credito"
	96, 96, 2025-03-27, 751.8, 15.04, 736.76, "Cartao de Debito"
	97, 97, 2025-01-15, 254.59, 7.64, 246.95, "Cartao de Credito"
	98, 98, 2024-05-30, 89.94, 2.7, 87.24, "Cartao de Credito"
	99, 99, 2025-01-17, 748.12, 22.44, 725.68, "Cartao de Credito"
	100, 100, 2025-10-27, 619.13, 12.38, 606.75, "Cartao de Debito"
	101, 101, 2025-04-04, 461.6, 13.85, 447.75, "Cartao de Credito"
	102, 102, 2025-09-15, 85.81, 1.72, 84.09, "Cartao de Debito"
	103, 103, 2025-10-16, 588.91, 11.78, 577.13, "Cartao de Debito"
	104, 104, 2025-03-15, 649.04, 19.47, 629.57, "Cartao de Credito"
	105, 105, 2025-07-11, 526.75, 10.54, 516.21, "Cartao de Debito"
	106, 106, 2024-09-16, 150.06, 3.0, 147.06, "Cartao de Debito"
	107, 107, 2025-07-13, 736.36, 0.0, 736.36, "Dinheiro"
	108, 108, 2024-02-14, 557.72, 0.0, 557.72, "Dinheiro"
	109, 109, 2024-12-05, 304.28, 0.0, 304.28, "Dinheiro"
	110, 110, 2025-05-23, 372.96, 0.0, 372.96, "Dinheiro"
	111, 111, 2025-07-12, 384.44, 11.53, 372.91, "Cartao de Credito"
	112, 112, 2025-03-12, 511.14, 10.22, 500.92, "Cartao de Debito"
	113, 113, 2024-10-08, 301.75, 0.0, 301.75, "Dinheiro"
	114, 114, 2025-10-22, 1383.93, 41.52, 1342.41, "Cartao de Credito"
	115, 115, 2024-05-20, 1194.67, 23.89, 1170.78, "Cartao de Debito"
	116, 116, 2025-07-29, 200.13, 0.0, 200.13, "Dinheiro"
	117, 117, 2024-03-16, 1270.68, 38.12, 1232.56, "Cartao de Credito"
	118, 118, 2025-10-15, 227.55, 4.55, 223.0, "Cartao de Debito"
	119, 119, 2024-01-27, 99.31, 1.99, 97.32, "Cartao de Debito"
	120, 120, 2025-05-05, 387.48, 11.62, 375.86, "Cartao de Credito"
	121, 121, 2025-06-13, 673.54, 20.21, 653.33, "Cartao de Credito"
	122, 122, 2024-06-05, 998.56, 29.96, 968.6, "Cartao de Credito"
	123, 123, 2025-07-18, 847.33, 0.0, 847.33, "Dinheiro"
	124, 124, 2024-03-24, 1230.33, 36.91, 1193.42, "Cartao de Credito"
	125, 125, 2024-10-23, 566.46, 0.0, 566.46, "Dinheiro"
	126, 126, 2025-03-26, 696.11, 13.92, 682.19, "Cartao de Debito"
	127, 127, 2024-12-19, 141.89, 2.84, 139.05, "Cartao de Debito"
	128, 128, 2024-09-10, 772.01, 0.0, 772.01, "Dinheiro"
	129, 129, 2024-12-01, 424.07, 8.48, 415.59, "Cartao de Debito"
	130, 130, 2025-05-24, 86.49, 1.73, 84.76, "Cartao de Debito"
	131, 131, 2025-05-21, 996.09, 19.92, 976.17, "Cartao de Debito"
	132, 132, 2024-02-16, 339.76, 6.8, 332.96, "Cartao de Debito"
	133, 133, 2025-07-17, 329.9, 6.6, 323.3, "Cartao de Debito"
	134, 134, 2025-07-25, 736.95, 22.11, 714.84, "Cartao de Credito"
	135, 135, 2025-04-12, 344.72, 10.34, 334.38, "Cartao de Credito"
	136, 136, 2024-11-02, 1217.16, 24.34, 1192.82, "Cartao de Debito"
	137, 137, 2025-08-20, 487.64, 0.0, 487.64, "Dinheiro"
	138, 138, 2025-06-20, 543.63, 10.87, 532.76, "Cartao de Debito"
	139, 139, 2025-03-04, 1377.92, 27.56, 1350.36, "Cartao de Debito"
	140, 140, 2025-06-22, 751.1, 0.0, 751.1, "Dinheiro"
	141, 141, 2024-10-12, 287.78, 5.76, 282.02, "Cartao de Debito"
	142, 142, 2025-07-27, 267.84, 5.36, 262.48, "Cartao de Debito"
	143, 143, 2024-03-21, 749.77, 22.49, 727.28, "Cartao de Credito"
	144, 144, 2024-10-05, 528.46, 0.0, 528.46, "Dinheiro"
	145, 145, 2024-04-12, 1313.06, 26.26, 1286.8, "Cartao de Debito"
	146, 146, 2025-05-03, 539.22, 0.0, 539.22, "Dinheiro"
	147, 147, 2025-07-01, 189.73, 5.69, 184.04, "Cartao de Credito"
	148, 148, 2024-10-23, 791.82, 23.75, 768.07, "Cartao de Credito"
	149, 149, 2025-06-20, 298.01, 8.94, 289.07, "Cartao de Credito"
	150, 150, 2025-04-14, 984.06, 29.52, 954.54, "Cartao de Credito"
	151, 151, 2025-02-19, 786.26, 15.73, 770.53, "Cartao de Debito"
	152, 152, 2024-11-27, 765.53, 15.31, 750.22, "Cartao de Debito"
	153, 153, 2025-08-19, 720.63, 21.62, 699.01, "Cartao de Credito"
	154, 154, 2025-05-29, 768.02, 15.36, 752.66, "Cartao de Debito"
	155, 155, 2024-06-05, 621.39, 18.64, 602.75, "Cartao de Credito"
	156, 156, 2025-09-02, 671.58, 20.15, 651.43, "Cartao de Credito"
	157, 157, 2024-07-26, 560.22, 16.81, 543.41, "Cartao de Credito"
	158, 158, 2025-08-20, 434.94, 8.7, 426.24, "Cartao de Debito"
	159, 159, 2025-07-31, 724.57, 0.0, 724.57, "Dinheiro"
	160, 160, 2025-03-09, 265.32, 0.0, 265.32, "Dinheiro"
	161, 161, 2024-05-18, 562.05, 16.86, 545.19, "Cartao de Credito"
	162, 162, 2025-07-06, 595.89, 0.0, 595.89, "Dinheiro"
	163, 163, 2024-01-04, 492.37, 14.77, 477.6, "Cartao de Credito"
	164, 164, 2024-04-25, 125.67, 0.0, 125.67, "Dinheiro"
	165, 165, 2025-04-02, 534.32, 10.69, 523.63, "Cartao de Debito"
	166, 166, 2024-08-27, 789.27, 23.68, 765.59, "Cartao de Credito"
	167, 167, 2024-08-14, 1223.08, 36.69, 1186.39, "Cartao de Credito"
	168, 168, 2025-01-25, 187.91, 5.64, 182.27, "Cartao de Credito"
	169, 169, 2025-04-29, 775.84, 23.28, 752.56, "Cartao de Credito"
	170, 170, 2025-06-26, 741.67, 14.83, 726.84, "Cartao de Debito"
	171, 171, 2024-04-04, 705.22, 0.0, 705.22, "Dinheiro"
	172, 172, 2025-08-24, 208.86, 0.0, 208.86, "Dinheiro"
	173, 173, 2024-04-30, 631.64, 12.63, 619.01, "Cartao de Debito"
	174, 174, 2025-04-22, 399.5, 11.98, 387.52, "Cartao de Credito"
	175, 175, 2025-04-25, 605.94, 0.0, 605.94, "Dinheiro"
	176, 176, 2024-09-24, 297.4, 5.95, 291.45, "Cartao de Debito"
	177, 177, 2025-08-06, 395.62, 11.87, 383.75, "Cartao de Credito"
	178, 178, 2024-12-26, 679.3, 0.0, 679.3, "Dinheiro"
	179, 179, 2024-02-19, 214.04, 4.28, 209.76, "Cartao de Debito"
	180, 180, 2025-01-17, 117.5, 3.52, 113.98, "Cartao de Credito"
	181, 181, 2024-10-08, 443.29, 0.0, 443.29, "Dinheiro"
	182, 182, 2024-07-15, 329.79, 6.6, 323.19, "Cartao de Debito"
	183, 183, 2025-04-15, 584.66, 0.0, 584.66, "Dinheiro"
	184, 184, 2025-10-14, 474.39, 0.0, 474.39, "Dinheiro"
	185, 185, 2025-06-24, 563.32, 11.27, 552.05, "Cartao de Debito"
	186, 186, 2025-07-10, 490.28, 14.71, 475.57, "Cartao de Credito"
	187, 187, 2025-02-11, 763.47, 15.27, 748.2, "Cartao de Debito"
	188, 188, 2024-02-24, 72.22, 1.44, 70.78, "Cartao de Debito"
	189, 189, 2025-04-06, 114.27, 3.43, 110.84, "Cartao de Credito"
	190, 190, 2024-10-29, 583.76, 17.51, 566.25, "Cartao de Credito"
	191, 191, 2024-06-06, 383.55, 7.67, 375.88, "Cartao de Debito"
